show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added
s391,TV SHOW,The Walking Dead,Unknown,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal",UNITED STATES,2021-07-26,2019,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas","In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",2021
s392,TV SHOW,Wynonna Earp,Unknown,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis","CANADA, UNITED STATES",2021-07-26,2020,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,2021
s393,MOVIE,Django Unchained,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",UNITED STATES,2021-07-24,2012,R,165 min,"Action & Adventure, Dramas","Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",2021
s394,MOVIE,A Second Chance:  Rivals!,Clay Glen,"Emily Morris, Stella Shute, Eva Grados, India Colombi, Nina Pearce, Adam Tuominen, Carmel Johnson, Natasha Wanganeen, Elysia Markou, Alexander Lloyd, Amy Handley",AUSTRALIA,2021-07-23,2021,PG,91 min,"Children & Family Movies, Sports Movies","Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",2021
s395,MOVIE,African America,Muzi Mthembu,"Phumelele Mthembu, Anthony Goss, Thami Buti, Makhosazana Ndlovu, Zandile Lujabe, Gontse Ntshegang, Roget Ellis, Bridget Pike, Boipelo Nokukhanya Tau, James Raynolds, Nji Alain, Bongani Dlamin",UNKNOWN,2021-07-23,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies",A disgruntled South African woman leaves her fiancé and embezzles money from her job to pursue her dream of being a Broadway star in New York City.,2021
s396,MOVIE,Bankrolled,Marcos Bucay,"Aldo Escalante, Ricardo Polanco, Natalia Téllez, Fabrizio Santini, SeoJu Park, María Chacón, Giuseppe Gamba, Sebastián Zurita",UNKNOWN,2021-07-23,2021,TV-MA,97 min,"Comedies, International Movies",Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Then they have to come up with the app.,2021
s397,MOVIE,Blood Red Sky,Peter Thorwarth,"Peri Baumeister, Alexander Scheer, Kais Setti, Carl Koch, Gordon Brown, Roland Møller, Chidi Ajufo, Kai Ivo Baulitz, Graham McTavish, Dominic Purcell",UNKNOWN,2021-07-23,2021,TV-MA,123 min,"Action & Adventure, Horror Movies, International Movies","When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.",2021
s398,TV SHOW,Feels Like Ishq,Unknown,"Radhika Madan, Amol Parashar, Rohit Saraf, Kajol Chugh, Tanya Maniktala, Mihir Ahuja, Simran Jehani, Sanjeeta Bhattacharya, Saba Azaad, Skand Thakur, Zayn Marie Khan, Neeraj Madhav",UNKNOWN,2021-07-23,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,2021
s399,MOVIE,Kingdom: Ashin of the North,Kim Seong-hun,"Gianna Jun, Park Byung-eun, Kim Si-a, Kim Roi-ha, Koo Kyo-hwan",UNKNOWN,2021-07-23,2021,TV-MA,94 min,"Horror Movies, International Movies, Thrillers","Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""",2021
s400,TV SHOW,Masters of the Universe: Revelation,Unknown,"Mark Hamill, Lena Headey, Chris Wood, Sarah Michelle Gellar, Liam Cunningham, Stephen Root, Diedrich Bader, Griffin Newman, Tiffany Smith, Henry Rollins, Alan Oppenheimer, Susan Eisenberg, Alicia Silverstone, Justin Long, Jason Mewes, Phil LaMarr, Tony Todd, Cree Summer, Kevin Michael Richardson, Kevin Conroy, Harley Quinn Smith",UNKNOWN,2021-07-23,2021,TV-PG,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy","After a calamitous battle fractures Eternia, Teela and an unlikely alliance must prevent the end of the Universe in this sequel to the ’80s classic.",2021
s401,TV SHOW,Revelations: The Masters of the Universe: Revelation Aftershow,Unknown,"Kevin Smith, Tiffany Smith, Robert David, Sarah Michelle Gellar, Chris Wood, Liam Cunningham, Alan Oppenheimer, Lena Headey, Kevin Conroy, Henry Rollins, Jason Mewes, Stephen Root, Mark Hamill",UNKNOWN,2021-07-23,2021,TV-PG,1 Season,"Anime Series, Stand-Up Comedy & Talk Shows",Take a behind-the-scenes look at “Masters of the Universe: Revelation” as showrunner Kevin Smith and others interview the cast about their iconic roles.,2021
s402,TV SHOW,Sky Rojo,Unknown,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito, Yany Prado, Enric Auquer, Luis Zahera, Carmen Santamaría, Cecilia Gómez, Godeliv Van den Brandt, Penélope Guerrero, Luisa Vides, Niko Verona, Chema Ruiz",SPAIN,2021-07-23,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",A fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen.,2021
s403,MOVIE,The Last Letter From Your Lover,Augustine Frizzell,"Shailene Woodley, Felicity Jones, Callum Turner, Joe Alwyn, Nabhaan Rizwan, Ncuti Gatwa, Emma Appleton, Christian Brassington, Alice Orr-Ewing, Lee Knight, Zoe Boyle, Ben Cross, Diana Kent",UNITED KINGDOM,2021-07-23,2021,TV-MA,111 min,"Dramas, Romantic Movies","After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.",2021
s404,TV SHOW,The Movies That Made Us,Unknown,Unknown,UNITED STATES,2021-07-23,2021,TV-MA,2 Seasons,Docuseries,"These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.",2021
s405,MOVIE,9to5: The Story of a Movement,Unknown,Unknown,UNKNOWN,2021-07-22,2021,TV-MA,85 min,Documentaries,"In this documentary, female office workers in '70s Boston inspire change with a call for better pay, more opportunities and an end to sexual harassment.",2021
s406,MOVIE,Chhota Bheem - Dinosaur World,Sidheswar Shukla,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj",UNKNOWN,2021-07-22,2015,TV-Y,65 min,Children & Family Movies,"When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat.",2021
s407,MOVIE,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,"Things get spooky when Bheem and his buddies travel to the border of Dholakpur, known for its eerie history and rumored to be haunted.",2021
s408,MOVIE,Chhota Bheem & Ganesh,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2009,TV-Y7,68 min,Children & Family Movies,"Bheem and Lord Ganesha join forces to save Dholakpur from fire-spitting dragons, who have also captured Ganesh’s mouse companion!",2021
s409,MOVIE,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2011,TV-Y7,67 min,Children & Family Movies,Young lord Krishna has fallen for demoness Maayandri’s revenge plot against him! Can Bheem rescue him and thwart Maayandri’s other destructive plans?,2021
s410,MOVIE,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",UNKNOWN,2021-07-22,2010,TV-Y7,66 min,Children & Family Movies,Krishna needs Bheem’s help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?,2021
s411,MOVIE,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",INDIA,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,"When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.",2021
s412,MOVIE,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,"To save the kingdom of Valhalla from invasion by Vikings, Bheem is gathering his army of friends, who are ready to put up a formidable fight!",2021
s413,MOVIE,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2013,TV-Y7,65 min,Children & Family Movies,"When Dholakpur’s princess is kidnapped, Bheem is off to the land of the Incas to save her, but he’s in for an even bigger challenge upon his arrival.",2021
s414,MOVIE,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,"After learning of a samurai village under threat by their own emperor, Bheem sets off for Japan to offer his help.",2021
s415,MOVIE,Chhota Bheem Aur Hanuman,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2012,TV-Y7,68 min,Children & Family Movies,"When two evil entities kidnap a princess in a plot to build a new kingdom, Bheem takes them on with the help of the courageous monkey god Hanuman.",2021
s416,MOVIE,Chhota Bheem aur Krishna,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak",INDIA,2021-07-22,2009,TV-Y7,68 min,Children & Family Movies,"Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. It’s up to Bheem to save Dholakpur from being taken over!",2021
s417,MOVIE,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2013,TV-Y7,64 min,Children & Family Movies,"A demon of darkness is plotting world domination — but when Bheem and Krishna catch wind of his plans, they’ll stop at nothing to destroy him.",2021
s418,MOVIE,Chhota Bheem in African Safari,Binayak Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rajesh Kava",UNKNOWN,2021-07-22,2015,TV-Y7,62 min,Children & Family Movies,Bheem’s plans for an exciting African safari are interrupted when he finds that an evil ruler is using magical powers to cause drought through the land.,2021
s419,MOVIE,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia","Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kava, Raju",UNKNOWN,2021-07-22,2019,TV-Y,63 min,Children & Family Movies,"A faulty transportation machine lands Chhota Bheem and his friends in Russia, where they must save a princess from an evil, power-hungry magician.",2021
s420,MOVIE,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2010,TV-Y7,69 min,"Children & Family Movies, Sports Movies",Space invaders have kidnapped Dholakpur’s king and princess! The only way Bheem can rescue them? Defeat the aliens in a cricket match.,2021
s421,MOVIE,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2012,TV-Y7,70 min,Children & Family Movies,Bheem’s holiday in Nepal takes an unexpected turn when he is called on to save a monkey cub from snow leopards and reunite him with his father.,2021
s422,MOVIE,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina","Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2014,TV-Y7,63 min,Children & Family Movies,"After a precious temple stone is stolen under his watch, Bheem trains in a special martial art to prepare for a showdown with the thief.",2021
s423,MOVIE,Chhota Bheem: Journey to Petra,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava",UNKNOWN,2021-07-22,2011,TV-Y7,68 min,Children & Family Movies,"The king has been away to meet an old friend, but when he sends for urgent help, Bheem finds himself on an action-packed rescue mission to Egypt!",2021
s424,MOVIE,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,"Pooja Punabi, Mausam, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Parigna Pandya",UNKNOWN,2021-07-22,2011,TV-Y7,74 min,Children & Family Movies,"Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!",2021
s425,MOVIE,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",UNKNOWN,2021-07-22,2012,TV-Y7,68 min,Children & Family Movies,Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army.,2021
s426,TV SHOW,Chicago Med,Unknown,"Colin Donnell, Torrey DeVitto, Oliver Platt, S. Epatha Merkerson, Nick Gehlfuss, Yaya DaCosta, Laurie Holden",UNITED STATES,2021-07-22,2019,TV-14,5 Seasons,TV Dramas,"The doctors and nurses of Gaffney Chicago Medical Center juggle the busy ER's dramas and dangers in this spinoff of ""Chicago Fire"" and ""Chicago P.D.""",2021
s427,MOVIE,Cousins,"Ainsley Gardiner, Briar Grace-Smith","Rachel House, Briar Grace-Smith, Tanea Heke, Tioreore Ngatai-Melbourne, Ana Scotney, Hariata Moriarty, Chelsie Preston Crayford, Sylvia Rands",NEW ZEALAND,2021-07-22,2021,TV-MA,99 min,Dramas,"Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other.",2021
s428,MOVIE,Wannabe Courageous,Mahmoud Karim,"Ramez Galal, Jamila Awad, Bayoumi Fouad, Mohamed Abdel-Rahman, Mohammed Tharwat, Maha Abou Ouf, Noor Kadri, Elshahat Mabrouk, Badriyyah Tulbah, Taher Abu Lela, Sara Derzawy",UNKNOWN,2021-07-22,2019,TV-14,90 min,"Comedies, International Movies","When his newlywed wife becomes disenchanted because he failed to protect her from danger, Omar seeks the help of a quirky psychiatrist to win her back.",2021
s429,MOVIE,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,"Somegoro Ichikawa, Hana Sugisaki, Megumi Han, Natsuki Hanae, Yuuichirou Umehara, Megumi Nakajima, Sumire Morohoshi, Hiroshi Kamiya, Maaya Sakamoto, Koichi Yamadera, Kikuko Inoue",UNKNOWN,2021-07-22,2021,TV-G,87 min,"Anime Features, Children & Family Movies, International Movies","After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.",2021
s430,MOVIE,Sanitation Day,Seyi Babatope,"Blossom Chukwujekwu, Elozonam Ogbolu, Nse Ikpe-Etim, Belinda Effah, Saeed Mohammed, Chukwuemeka Okoroafor, Kunle Fawole, Chris Okagbue, Adebayo Salami, Charles Inojie, Elvina Ibru, Tobi Bakare",NIGERIA,2021-07-21,2020,TV-14,105 min,"Dramas, International Movies, Thrillers",Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,2021
s431,TV SHOW,Sexy Beasts,Unknown,Unknown,UNKNOWN,2021-07-21,2021,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",2021
s432,TV SHOW,Too Hot to Handle: Brazil,Unknown,Bruna Louise,UNKNOWN,2021-07-21,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.",2021
s433,MOVIE,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco","Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Steven Yeun, Cole Sand, Amy Landecker, Jonathan Hyde, Thomas F. Wilson, Lauren Tom, Diego Luna, Tatiana Maslany, Nick Offerman, Nick Frost, Colin O'Donoghue, Alfred Molina, Piotr Michael, Kay Bess, Angel Lin, James Hong",UNKNOWN,2021-07-21,2021,TV-Y7,106 min,Children & Family Movies,"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.",2021
